Transaction ID,Date,Month,Customer ID,Gender,Age,Age Group,Product Category,Quantity,Price per Unit,Total Amount
345,14-11-2023,Nov,CUST345,Male,62,Older Adult,Electronics,1,30,30
346,11-02-2023,Feb,CUST346,Male,59,Older Adult,Clothing,2,500,1000
347,03-08-2023,Aug,CUST347,Male,42,Middle Adult,Electronics,1,25,25
348,03-12-2023,Dec,CUST348,Female,35,Middle Adult,Electronics,2,300,600
349,26-10-2023,Oct,CUST349,Female,57,Older Adult,Beauty,1,50,50
350,17-10-2023,Oct,CUST350,Male,25,Young Adult,Beauty,3,25,75
351,25-09-2023,Sep,CUST351,Female,56,Older Adult,Clothing,3,30,90
352,11-06-2023,Jun,CUST352,Male,57,Older Adult,Electronics,2,500,1000
353,14-05-2023,May,CUST353,Male,31,Middle Adult,Electronics,1,500,500
354,15-04-2023,Apr,CUST354,Female,49,Older Adult,Beauty,4,50,200
355,09-12-2023,Dec,CUST355,Female,55,Older Adult,Electronics,1,500,500
356,10-06-2023,Jun,CUST356,Male,50,Older Adult,Electronics,3,500,1500
357,03-05-2023,May,CUST357,Female,40,Middle Adult,Electronics,3,25,75
358,16-05-2023,May,CUST358,Female,32,Middle Adult,Beauty,1,300,300
359,22-07-2023,Jul,CUST359,Male,50,Older Adult,Clothing,1,50,50
360,09-03-2023,Mar,CUST360,Male,42,Middle Adult,Clothing,4,25,100
361,10-12-2023,Dec,CUST361,Female,34,Middle Adult,Electronics,4,300,1200
362,27-11-2023,Nov,CUST362,Male,50,Older Adult,Clothing,1,25,25
363,03-06-2023,Jun,CUST363,Male,64,Older Adult,Beauty,1,25,25
364,23-08-2023,Aug,CUST364,Female,19,Young Adult,Beauty,1,500,500
365,11-06-2023,Jun,CUST365,Male,31,Middle Adult,Clothing,1,300,300
366,07-02-2023,Feb,CUST366,Male,57,Older Adult,Clothing,2,50,100
367,05-01-2023,Jan,CUST367,Female,57,Older Adult,Electronics,1,50,50
368,23-08-2023,Aug,CUST368,Female,56,Older Adult,Clothing,4,300,1200
369,15-11-2023,Nov,CUST369,Male,23,Young Adult,Electronics,3,500,1500
370,16-10-2023,Oct,CUST370,Male,23,Young Adult,Electronics,2,30,60
371,21-02-2023,Feb,CUST371,Female,20,Young Adult,Beauty,1,25,25
372,07-02-2023,Feb,CUST372,Female,24,Young Adult,Beauty,3,500,1500
373,03-10-2023,Oct,CUST373,Female,25,Young Adult,Beauty,2,300,600
374,20-04-2023,Apr,CUST374,Female,59,Older Adult,Beauty,3,25,75
375,17-09-2023,Sep,CUST375,Male,32,Middle Adult,Clothing,1,50,50
376,16-05-2023,May,CUST376,Female,64,Older Adult,Beauty,1,30,30
377,09-03-2023,Mar,CUST377,Female,46,Older Adult,Clothing,4,50,200
378,28-06-2023,Jun,CUST378,Male,50,Older Adult,Beauty,1,300,300
379,05-02-2023,Feb,CUST379,Female,47,Older Adult,Clothing,1,25,25
380,06-05-2023,May,CUST380,Male,56,Older Adult,Electronics,2,300,600
381,09-07-2023,Jul,CUST381,Female,44,Middle Adult,Clothing,4,25,100
382,26-05-2023,May,CUST382,Female,53,Older Adult,Clothing,2,500,1000
383,22-03-2023,Mar,CUST383,Female,46,Older Adult,Beauty,3,30,90
384,13-08-2023,Aug,CUST384,Male,55,Older Adult,Clothing,1,500,500
385,06-10-2023,Oct,CUST385,Male,50,Older Adult,Electronics,3,500,1500
386,27-12-2023,Dec,CUST386,Female,54,Older Adult,Electronics,2,300,600
387,04-06-2023,Jun,CUST387,Male,44,Middle Adult,Beauty,1,30,30
388,10-11-2023,Nov,CUST388,Male,50,Older Adult,Electronics,1,25,25
389,01-12-2023,Dec,CUST389,Male,21,Young Adult,Clothing,2,25,50
390,28-09-2023,Sep,CUST390,Male,39,Middle Adult,Electronics,2,50,100
391,05-01-2023,Jan,CUST391,Male,19,Young Adult,Beauty,2,25,50
392,08-12-2023,Dec,CUST392,Male,27,Young Adult,Clothing,2,300,600
393,11-10-2023,Oct,CUST393,Female,22,Young Adult,Beauty,2,500,1000
394,03-06-2023,Jun,CUST394,Female,27,Young Adult,Clothing,1,500,500
395,06-12-2023,Dec,CUST395,Male,50,Older Adult,Electronics,2,500,1000
396,23-02-2023,Feb,CUST396,Female,55,Older Adult,Beauty,1,30,30
397,10-03-2023,Mar,CUST397,Female,30,Young Adult,Beauty,1,25,25
398,16-05-2023,May,CUST398,Female,48,Older Adult,Clothing,2,300,600
399,01-03-2023,Mar,CUST399,Female,64,Older Adult,Beauty,2,30,60
400,24-02-2023,Feb,CUST400,Male,53,Older Adult,Clothing,4,50,200
401,11-10-2023,Oct,CUST401,Female,62,Older Adult,Clothing,1,300,300
402,21-03-2023,Mar,CUST402,Female,41,Middle Adult,Clothing,2,300,600
403,20-05-2023,May,CUST403,Male,32,Middle Adult,Clothing,2,300,600
404,25-05-2023,May,CUST404,Male,46,Older Adult,Electronics,2,500,1000
405,06-11-2023,Nov,CUST405,Female,25,Young Adult,Clothing,4,300,1200
406,18-04-2023,Apr,CUST406,Female,22,Young Adult,Beauty,4,25,100
407,25-06-2023,Jun,CUST407,Female,46,Older Adult,Electronics,3,300,900
408,15-04-2023,Apr,CUST408,Female,64,Older Adult,Beauty,1,500,500
409,18-12-2023,Dec,CUST409,Female,21,Young Adult,Electronics,3,300,900
410,21-11-2023,Nov,CUST410,Female,29,Young Adult,Clothing,2,50,100
411,16-05-2023,May,CUST411,Male,62,Older Adult,Electronics,4,50,200
412,16-09-2023,Sep,CUST412,Female,19,Young Adult,Electronics,4,500,2000
413,08-09-2023,Sep,CUST413,Female,44,Middle Adult,Beauty,3,25,75
414,09-05-2023,May,CUST414,Male,48,Older Adult,Beauty,4,25,100
415,27-01-2023,Jan,CUST415,Male,53,Older Adult,Clothing,2,30,60
416,17-02-2023,Feb,CUST416,Male,53,Older Adult,Electronics,4,500,2000
417,21-11-2023,Nov,CUST417,Male,43,Middle Adult,Electronics,3,300,900
418,05-08-2023,Aug,CUST418,Female,60,Older Adult,Electronics,2,500,1000
419,22-05-2023,May,CUST419,Female,44,Middle Adult,Clothing,3,30,90
420,23-01-2023,Jan,CUST420,Female,22,Young Adult,Clothing,4,500,2000
421,02-01-2023,Jan,CUST421,Female,37,Middle Adult,Clothing,3,500,1500
422,20-06-2023,Jun,CUST422,Female,28,Young Adult,Clothing,3,30,90
423,08-03-2023,Mar,CUST423,Female,27,Young Adult,Clothing,1,25,25
424,23-11-2023,Nov,CUST424,Male,57,Older Adult,Beauty,4,300,1200
425,15-05-2023,May,CUST425,Female,55,Older Adult,Electronics,4,30,120
426,24-03-2023,Mar,CUST426,Male,23,Young Adult,Electronics,3,50,150
427,15-08-2023,Aug,CUST427,Male,25,Young Adult,Electronics,1,25,25
428,10-10-2023,Oct,CUST428,Female,40,Middle Adult,Electronics,4,50,200
429,28-12-2023,Dec,CUST429,Male,64,Older Adult,Electronics,2,25,50
430,07-08-2023,Aug,CUST430,Female,43,Middle Adult,Electronics,3,300,900
431,15-10-2023,Oct,CUST431,Male,63,Older Adult,Electronics,4,300,1200
432,05-01-2023,Jan,CUST432,Female,60,Older Adult,Electronics,2,500,1000
433,27-02-2023,Feb,CUST433,Male,29,Young Adult,Beauty,4,50,200
434,08-02-2023,Feb,CUST434,Female,43,Middle Adult,Electronics,2,25,50
435,20-12-2023,Dec,CUST435,Female,30,Young Adult,Beauty,3,300,900
436,18-03-2023,Mar,CUST436,Female,57,Older Adult,Clothing,4,30,120
437,07-10-2023,Oct,CUST437,Female,35,Middle Adult,Electronics,4,300,1200
438,19-01-2023,Jan,CUST438,Female,42,Middle Adult,Clothing,1,30,30
439,09-07-2023,Jul,CUST439,Male,50,Older Adult,Clothing,3,25,75
440,26-10-2023,Oct,CUST440,Male,64,Older Adult,Clothing,2,300,600
441,10-10-2023,Oct,CUST441,Male,57,Older Adult,Beauty,4,300,1200
442,17-03-2023,Mar,CUST442,Female,60,Older Adult,Clothing,4,25,100
443,09-08-2023,Aug,CUST443,Male,29,Young Adult,Clothing,2,300,600
444,07-03-2023,Mar,CUST444,Female,61,Older Adult,Clothing,3,30,90
445,22-01-2023,Jan,CUST445,Female,53,Older Adult,Electronics,1,300,300
446,07-06-2023,Jun,CUST446,Male,21,Young Adult,Electronics,1,50,50
447,06-07-2023,Jul,CUST447,Male,22,Young Adult,Beauty,4,500,2000
448,21-01-2023,Jan,CUST448,Female,54,Older Adult,Beauty,2,30,60
449,03-07-2023,Jul,CUST449,Male,25,Young Adult,Electronics,4,50,200
450,18-04-2023,Apr,CUST450,Female,59,Older Adult,Beauty,2,25,50
451,16-12-2023,Dec,CUST451,Female,45,Middle Adult,Electronics,1,30,30
452,08-05-2023,May,CUST452,Female,48,Older Adult,Clothing,3,500,1500
453,08-12-2023,Dec,CUST453,Female,26,Young Adult,Clothing,2,500,1000
454,22-02-2023,Feb,CUST454,Female,46,Older Adult,Beauty,1,25,25
455,01-07-2023,Jul,CUST455,Male,31,Middle Adult,Electronics,4,25,100
456,14-10-2023,Oct,CUST456,Male,57,Older Adult,Electronics,2,30,60
457,28-07-2023,Jul,CUST457,Female,58,Older Adult,Beauty,3,300,900
458,14-11-2023,Nov,CUST458,Female,39,Middle Adult,Electronics,4,25,100
459,21-03-2023,Mar,CUST459,Male,28,Young Adult,Clothing,4,300,1200
460,02-05-2023,May,CUST460,Male,40,Middle Adult,Beauty,1,50,50
461,25-03-2023,Mar,CUST461,Female,18,Young Adult,Beauty,2,500,1000
462,01-04-2023,Apr,CUST462,Male,63,Older Adult,Electronics,4,300,1200
463,31-07-2023,Jul,CUST463,Female,54,Older Adult,Beauty,3,500,1500
464,13-01-2023,Jan,CUST464,Male,38,Middle Adult,Electronics,2,300,600
465,02-04-2023,Apr,CUST465,Female,43,Middle Adult,Electronics,3,50,150
466,20-06-2023,Jun,CUST466,Male,63,Older Adult,Electronics,4,25,100
467,30-07-2023,Jul,CUST467,Female,53,Older Adult,Electronics,3,50,150
468,09-12-2023,Dec,CUST468,Male,40,Middle Adult,Electronics,1,25,25
469,08-05-2023,May,CUST469,Male,18,Young Adult,Beauty,3,25,75
470,17-05-2023,May,CUST470,Female,57,Older Adult,Clothing,2,500,1000
471,23-03-2023,Mar,CUST471,Male,32,Middle Adult,Clothing,3,50,150
472,26-12-2023,Dec,CUST472,Female,38,Middle Adult,Beauty,3,300,900
473,25-02-2023,Feb,CUST473,Male,64,Older Adult,Beauty,1,50,50
474,15-07-2023,Jul,CUST474,Female,26,Young Adult,Clothing,3,500,1500
475,20-01-2023,Jan,CUST475,Male,26,Young Adult,Clothing,3,25,75
476,29-08-2023,Aug,CUST476,Female,27,Young Adult,Clothing,4,500,2000
477,24-04-2023,Apr,CUST477,Male,43,Middle Adult,Clothing,4,30,120
478,13-04-2023,Apr,CUST478,Female,58,Older Adult,Clothing,2,30,60
479,24-08-2023,Aug,CUST479,Male,52,Older Adult,Electronics,4,300,1200
480,29-06-2023,Jun,CUST480,Female,42,Middle Adult,Beauty,4,500,2000
481,06-06-2023,Jun,CUST481,Female,43,Middle Adult,Electronics,4,300,1200
482,27-04-2023,Apr,CUST482,Female,28,Young Adult,Clothing,4,300,1200
483,25-04-2023,Apr,CUST483,Male,55,Older Adult,Clothing,1,30,30
484,13-01-2023,Jan,CUST484,Female,19,Young Adult,Clothing,4,300,1200
485,04-12-2023,Dec,CUST485,Male,24,Young Adult,Electronics,1,30,30
486,09-04-2023,Apr,CUST486,Female,35,Middle Adult,Electronics,1,25,25
487,24-07-2023,Jul,CUST487,Male,44,Middle Adult,Clothing,4,500,2000
488,18-06-2023,Jun,CUST488,Female,51,Older Adult,Electronics,3,300,900
489,23-05-2023,May,CUST489,Male,44,Middle Adult,Electronics,1,30,30
490,05-02-2023,Feb,CUST490,Male,34,Middle Adult,Clothing,3,50,150
491,23-05-2023,May,CUST491,Female,60,Older Adult,Electronics,3,300,900
492,29-06-2023,Jun,CUST492,Male,61,Older Adult,Beauty,4,25,100
493,25-11-2023,Nov,CUST493,Male,41,Middle Adult,Beauty,2,25,50
494,18-09-2023,Sep,CUST494,Female,42,Middle Adult,Beauty,4,50,200
495,24-07-2023,Jul,CUST495,Male,24,Young Adult,Beauty,2,30,60
496,14-12-2023,Dec,CUST496,Male,23,Young Adult,Clothing,2,300,600
497,02-10-2023,Oct,CUST497,Male,41,Middle Adult,Clothing,4,30,120
498,19-06-2023,Jun,CUST498,Female,50,Older Adult,Clothing,4,25,100
499,15-01-2023,Jan,CUST499,Male,46,Older Adult,Beauty,2,30,60
500,01-03-2023,Mar,CUST500,Female,60,Older Adult,Beauty,4,25,100
501,14-05-2023,May,CUST501,Male,39,Middle Adult,Electronics,2,30,60
502,02-04-2023,Apr,CUST502,Male,43,Middle Adult,Electronics,3,50,150
503,25-10-2023,Oct,CUST503,Male,45,Middle Adult,Beauty,4,500,2000
504,16-05-2023,May,CUST504,Female,38,Middle Adult,Beauty,3,50,150
505,20-01-2023,Jan,CUST505,Male,24,Young Adult,Beauty,1,50,50
506,25-02-2023,Feb,CUST506,Male,34,Middle Adult,Beauty,3,500,1500
507,02-11-2023,Nov,CUST507,Female,37,Middle Adult,Electronics,3,500,1500
508,11-08-2023,Aug,CUST508,Male,58,Older Adult,Beauty,2,300,600
509,26-06-2023,Jun,CUST509,Female,37,Middle Adult,Electronics,3,300,900
510,10-06-2023,Jun,CUST510,Female,39,Middle Adult,Beauty,4,50,200
511,12-08-2023,Aug,CUST511,Male,45,Middle Adult,Beauty,2,50,100
512,07-11-2023,Nov,CUST512,Female,57,Older Adult,Beauty,1,25,25
513,19-09-2023,Sep,CUST513,Male,24,Young Adult,Electronics,4,25,100
514,01-03-2023,Mar,CUST514,Female,18,Young Adult,Electronics,1,300,300
515,17-07-2023,Jul,CUST515,Female,49,Older Adult,Clothing,3,300,900
516,23-10-2023,Oct,CUST516,Male,30,Young Adult,Beauty,4,25,100
517,08-04-2023,Apr,CUST517,Female,47,Older Adult,Clothing,4,25,100
518,11-05-2023,May,CUST518,Female,40,Middle Adult,Clothing,1,30,30
519,23-01-2023,Jan,CUST519,Female,36,Middle Adult,Electronics,4,30,120
520,29-12-2023,Dec,CUST520,Female,49,Older Adult,Electronics,4,25,100
521,12-08-2023,Aug,CUST521,Female,47,Older Adult,Clothing,4,30,120
522,01-01-2023,Jan,CUST522,Male,46,Older Adult,Beauty,3,500,1500
523,24-09-2023,Sep,CUST523,Female,62,Older Adult,Electronics,1,300,300
524,03-10-2023,Oct,CUST524,Male,46,Older Adult,Beauty,4,300,1200
525,18-12-2023,Dec,CUST525,Female,47,Older Adult,Beauty,2,25,50
526,10-12-2023,Dec,CUST526,Male,33,Middle Adult,Clothing,2,50,100
527,11-04-2023,Apr,CUST527,Male,57,Older Adult,Clothing,2,25,50
528,06-07-2023,Jul,CUST528,Female,36,Middle Adult,Clothing,2,30,60
529,09-08-2023,Aug,CUST529,Female,35,Middle Adult,Clothing,3,50,150
530,05-02-2023,Feb,CUST530,Female,18,Young Adult,Electronics,4,30,120
531,07-12-2023,Dec,CUST531,Male,31,Middle Adult,Electronics,1,500,500
532,19-06-2023,Jun,CUST532,Female,64,Older Adult,Clothing,4,30,120
533,16-11-2023,Nov,CUST533,Male,19,Young Adult,Electronics,3,500,1500
534,10-06-2023,Jun,CUST534,Male,45,Middle Adult,Clothing,2,500,1000
535,06-12-2023,Dec,CUST535,Male,47,Older Adult,Beauty,3,30,90
536,05-03-2023,Mar,CUST536,Female,55,Older Adult,Beauty,4,30,120
537,03-06-2023,Jun,CUST537,Female,21,Young Adult,Beauty,1,500,500
538,17-09-2023,Sep,CUST538,Male,18,Young Adult,Clothing,3,50,150
539,08-06-2023,Jun,CUST539,Male,25,Young Adult,Beauty,1,500,500
540,08-12-2023,Dec,CUST540,Female,46,Older Adult,Electronics,3,300,900
541,29-07-2023,Jul,CUST541,Male,56,Older Adult,Beauty,1,500,500
542,17-06-2023,Jun,CUST542,Female,20,Young Adult,Beauty,1,50,50
543,26-07-2023,Jul,CUST543,Male,49,Older Adult,Beauty,2,300,600
544,23-12-2023,Dec,CUST544,Female,27,Young Adult,Electronics,1,25,25
545,01-06-2023,Jun,CUST545,Male,27,Young Adult,Clothing,2,25,50
546,11-10-2023,Oct,CUST546,Female,36,Middle Adult,Electronics,4,50,200
547,07-03-2023,Mar,CUST547,Male,63,Older Adult,Clothing,4,500,2000
548,09-04-2023,Apr,CUST548,Female,51,Older Adult,Clothing,2,30,60
549,04-08-2023,Aug,CUST549,Female,50,Older Adult,Beauty,2,50,100
550,07-12-2023,Dec,CUST550,Male,40,Middle Adult,Clothing,3,300,900
551,14-07-2023,Jul,CUST551,Male,45,Middle Adult,Electronics,3,300,900
552,13-12-2023,Dec,CUST552,Female,49,Older Adult,Electronics,3,25,75
553,31-03-2023,Mar,CUST553,Male,24,Young Adult,Clothing,4,300,1200
554,12-11-2023,Nov,CUST554,Female,46,Older Adult,Beauty,3,50,150
555,19-10-2023,Oct,CUST555,Male,25,Young Adult,Beauty,1,300,300
556,04-06-2023,Jun,CUST556,Female,18,Young Adult,Electronics,1,50,50
557,27-07-2023,Jul,CUST557,Female,20,Young Adult,Beauty,3,30,90
558,08-10-2023,Oct,CUST558,Female,41,Middle Adult,Clothing,1,25,25
559,01-01-2023,Jan,CUST559,Female,40,Middle Adult,Clothing,4,300,1200
560,05-06-2023,Jun,CUST560,Female,25,Young Adult,Electronics,1,50,50
561,27-05-2023,May,CUST561,Female,64,Older Adult,Clothing,4,500,2000
562,18-04-2023,Apr,CUST562,Male,54,Older Adult,Electronics,2,25,50
563,09-08-2023,Aug,CUST563,Male,20,Young Adult,Clothing,2,30,60
564,24-10-2023,Oct,CUST564,Male,50,Older Adult,Electronics,2,50,100
565,07-11-2023,Nov,CUST565,Female,45,Middle Adult,Beauty,2,30,60
566,02-12-2023,Dec,CUST566,Female,64,Older Adult,Clothing,1,30,30
567,14-06-2023,Jun,CUST567,Female,25,Young Adult,Clothing,3,300,900
568,27-08-2023,Aug,CUST568,Female,51,Older Adult,Electronics,1,300,300
569,15-08-2023,Aug,CUST569,Male,52,Older Adult,Electronics,4,50,200
570,15-08-2023,Aug,CUST570,Male,49,Older Adult,Clothing,1,500,500
571,12-12-2023,Dec,CUST571,Female,41,Middle Adult,Electronics,1,50,50
572,20-04-2023,Apr,CUST572,Male,31,Middle Adult,Clothing,4,500,2000
573,19-09-2023,Sep,CUST573,Male,49,Older Adult,Beauty,2,30,60
574,31-08-2023,Aug,CUST574,Female,63,Older Adult,Electronics,2,25,50
575,28-03-2023,Mar,CUST575,Male,60,Older Adult,Clothing,2,50,100
576,04-12-2023,Dec,CUST576,Female,33,Middle Adult,Beauty,3,50,150
577,13-02-2023,Feb,CUST577,Male,21,Young Adult,Beauty,4,500,2000
578,26-05-2023,May,CUST578,Female,54,Older Adult,Clothing,4,30,120
579,21-09-2023,Sep,CUST579,Female,38,Middle Adult,Electronics,1,30,30
580,06-12-2023,Dec,CUST580,Female,31,Middle Adult,Clothing,3,500,1500
581,21-11-2023,Nov,CUST581,Female,48,Older Adult,Beauty,2,30,60
582,14-11-2023,Nov,CUST582,Male,35,Middle Adult,Clothing,3,300,900
583,21-06-2023,Jun,CUST583,Female,24,Young Adult,Electronics,4,25,100
584,17-02-2023,Feb,CUST584,Female,27,Young Adult,Beauty,4,50,200
585,01-05-2023,May,CUST585,Female,24,Young Adult,Clothing,1,25,25
586,11-12-2023,Dec,CUST586,Male,50,Older Adult,Electronics,1,50,50
587,08-06-2023,Jun,CUST587,Female,40,Middle Adult,Beauty,4,300,1200
588,26-04-2023,Apr,CUST588,Male,38,Middle Adult,Electronics,2,30,60
589,12-04-2023,Apr,CUST589,Female,36,Middle Adult,Beauty,2,500,1000
590,17-03-2023,Mar,CUST590,Male,36,Middle Adult,Clothing,3,300,900
591,13-01-2023,Jan,CUST591,Male,53,Older Adult,Electronics,4,25,100
592,24-01-2023,Jan,CUST592,Female,46,Older Adult,Beauty,4,500,2000
593,06-05-2023,May,CUST593,Male,35,Middle Adult,Electronics,2,30,60
594,01-09-2023,Sep,CUST594,Female,19,Young Adult,Electronics,2,300,600
595,09-11-2023,Nov,CUST595,Female,18,Young Adult,Clothing,4,500,2000
596,07-02-2023,Feb,CUST596,Female,64,Older Adult,Electronics,1,300,300
597,22-08-2023,Aug,CUST597,Male,22,Young Adult,Beauty,4,300,1200
598,01-08-2023,Aug,CUST598,Male,37,Middle Adult,Beauty,4,30,120
599,19-11-2023,Nov,CUST599,Female,28,Young Adult,Beauty,2,50,100
600,22-10-2023,Oct,CUST600,Female,59,Older Adult,Beauty,2,500,1000
601,10-04-2023,Apr,CUST601,Male,19,Young Adult,Clothing,1,30,30
602,23-12-2023,Dec,CUST602,Female,20,Young Adult,Electronics,1,300,300
603,16-07-2023,Jul,CUST603,Female,40,Middle Adult,Clothing,3,30,90
604,11-09-2023,Sep,CUST604,Female,29,Young Adult,Electronics,4,50,200
605,24-07-2023,Jul,CUST605,Male,37,Middle Adult,Electronics,2,500,1000
606,05-05-2023,May,CUST606,Male,22,Young Adult,Electronics,1,50,50
607,17-03-2023,Mar,CUST607,Male,54,Older Adult,Clothing,3,25,75
608,02-12-2023,Dec,CUST608,Female,55,Older Adult,Electronics,3,500,1500
609,19-12-2023,Dec,CUST609,Female,47,Older Adult,Clothing,2,50,100
610,03-01-2023,Jan,CUST610,Female,26,Young Adult,Beauty,2,300,600
611,24-02-2023,Feb,CUST611,Male,51,Older Adult,Beauty,3,500,1500
612,06-08-2023,Aug,CUST612,Female,61,Older Adult,Electronics,1,500,500
613,23-04-2023,Apr,CUST613,Female,52,Older Adult,Clothing,3,30,90
614,01-04-2023,Apr,CUST614,Female,39,Middle Adult,Beauty,4,300,1200
615,23-12-2023,Dec,CUST615,Female,61,Older Adult,Clothing,4,25,100
616,23-09-2023,Sep,CUST616,Male,41,Middle Adult,Clothing,2,50,100
617,26-08-2023,Aug,CUST617,Male,34,Middle Adult,Electronics,1,30,30
618,26-01-2023,Jan,CUST618,Female,27,Young Adult,Beauty,1,50,50
619,13-10-2023,Oct,CUST619,Male,47,Older Adult,Electronics,4,25,100
620,08-05-2023,May,CUST620,Male,63,Older Adult,Electronics,3,25,75
621,04-03-2023,Mar,CUST621,Female,40,Middle Adult,Beauty,2,500,1000
622,22-08-2023,Aug,CUST622,Female,49,Older Adult,Beauty,3,25,75
623,10-03-2023,Mar,CUST623,Male,34,Middle Adult,Clothing,3,50,150
624,26-08-2023,Aug,CUST624,Female,34,Middle Adult,Beauty,3,300,900
625,08-12-2023,Dec,CUST625,Male,31,Middle Adult,Clothing,1,300,300
626,29-09-2023,Sep,CUST626,Female,26,Young Adult,Clothing,4,500,2000
627,14-10-2023,Oct,CUST627,Male,57,Older Adult,Clothing,1,50,50
628,01-11-2023,Nov,CUST628,Female,19,Young Adult,Beauty,4,50,200
629,12-06-2023,Jun,CUST629,Male,62,Older Adult,Electronics,2,25,50
630,15-08-2023,Aug,CUST630,Male,42,Middle Adult,Clothing,2,50,100
631,10-11-2023,Nov,CUST631,Male,56,Older Adult,Electronics,3,30,90
632,16-09-2023,Sep,CUST632,Female,26,Young Adult,Electronics,4,25,100
633,07-08-2023,Aug,CUST633,Male,39,Middle Adult,Beauty,4,30,120
634,08-10-2023,Oct,CUST634,Male,60,Older Adult,Electronics,4,500,2000
635,17-08-2023,Aug,CUST635,Female,63,Older Adult,Electronics,3,300,900
636,23-03-2023,Mar,CUST636,Female,21,Young Adult,Beauty,3,500,1500
637,01-09-2023,Sep,CUST637,Male,43,Middle Adult,Clothing,2,300,600
638,19-08-2023,Aug,CUST638,Male,46,Older Adult,Electronics,1,500,500
639,13-05-2023,May,CUST639,Female,62,Older Adult,Beauty,4,50,200
640,07-05-2023,May,CUST640,Female,51,Older Adult,Electronics,4,30,120
641,23-11-2023,Nov,CUST641,Female,40,Middle Adult,Electronics,1,300,300
642,22-05-2023,May,CUST642,Female,54,Older Adult,Clothing,4,25,100
643,24-09-2023,Sep,CUST643,Female,28,Young Adult,Electronics,3,30,90
644,06-09-2023,Sep,CUST644,Male,23,Young Adult,Beauty,3,25,75
645,17-11-2023,Nov,CUST645,Female,35,Middle Adult,Electronics,4,30,120
646,03-05-2023,May,CUST646,Male,38,Middle Adult,Clothing,3,30,90
647,21-05-2023,May,CUST647,Male,59,Older Adult,Clothing,3,500,1500
648,14-08-2023,Aug,CUST648,Male,53,Older Adult,Beauty,4,300,1200
649,09-02-2023,Feb,CUST649,Female,58,Older Adult,Clothing,2,300,600
650,01-01-2024,Jan,CUST650,Male,55,Older Adult,Electronics,1,30,30
651,27-05-2023,May,CUST651,Male,51,Older Adult,Clothing,3,50,150
652,01-05-2023,May,CUST652,Female,34,Middle Adult,Beauty,2,50,100
653,20-05-2023,May,CUST653,Male,54,Older Adult,Clothing,3,25,75
654,21-06-2023,Jun,CUST654,Male,42,Middle Adult,Clothing,3,25,75
655,13-06-2023,Jun,CUST655,Female,55,Older Adult,Clothing,1,500,500
656,04-10-2023,Oct,CUST656,Male,29,Young Adult,Beauty,3,30,90
657,11-02-2023,Feb,CUST657,Male,40,Middle Adult,Clothing,1,25,25
658,12-03-2023,Mar,CUST658,Male,59,Older Adult,Clothing,1,25,25
659,19-03-2023,Mar,CUST659,Female,39,Middle Adult,Electronics,1,30,30
660,29-04-2023,Apr,CUST660,Female,38,Middle Adult,Beauty,2,500,1000
661,16-07-2023,Jul,CUST661,Female,44,Middle Adult,Clothing,4,25,100
662,22-12-2023,Dec,CUST662,Male,48,Older Adult,Beauty,2,500,1000
663,20-03-2023,Mar,CUST663,Male,23,Young Adult,Clothing,4,300,1200
664,28-12-2023,Dec,CUST664,Female,44,Middle Adult,Clothing,4,500,2000
665,20-04-2023,Apr,CUST665,Male,57,Older Adult,Clothing,1,50,50
666,02-02-2023,Feb,CUST666,Male,51,Older Adult,Electronics,3,50,150
667,01-08-2023,Aug,CUST667,Female,29,Young Adult,Electronics,1,500,500
668,28-07-2023,Jul,CUST668,Female,62,Older Adult,Electronics,3,50,150
669,19-06-2023,Jun,CUST669,Male,24,Young Adult,Beauty,4,300,1200
670,05-10-2023,Oct,CUST670,Male,27,Young Adult,Beauty,1,30,30
671,27-08-2023,Aug,CUST671,Male,62,Older Adult,Electronics,3,50,150
672,01-08-2023,Aug,CUST672,Female,34,Middle Adult,Beauty,2,50,100
673,01-02-2023,Feb,CUST673,Female,43,Middle Adult,Clothing,3,500,1500
674,16-04-2023,Apr,CUST674,Female,38,Middle Adult,Clothing,1,300,300
675,04-08-2023,Aug,CUST675,Female,45,Middle Adult,Clothing,2,30,60
676,19-07-2023,Jul,CUST676,Male,63,Older Adult,Electronics,3,500,1500
677,27-10-2023,Oct,CUST677,Female,19,Young Adult,Beauty,3,500,1500
678,23-12-2023,Dec,CUST678,Female,60,Older Adult,Electronics,3,300,900
679,11-01-2023,Jan,CUST679,Female,18,Young Adult,Beauty,3,30,90
680,22-10-2023,Oct,CUST680,Female,53,Older Adult,Clothing,3,300,900
681,14-07-2023,Jul,CUST681,Female,43,Middle Adult,Electronics,2,30,60
682,02-09-2023,Sep,CUST682,Male,46,Older Adult,Beauty,4,300,1200
683,04-01-2023,Jan,CUST683,Male,38,Middle Adult,Beauty,2,500,1000
684,30-06-2023,Jun,CUST684,Female,28,Young Adult,Clothing,2,500,1000
685,02-06-2023,Jun,CUST685,Male,57,Older Adult,Electronics,2,25,50
686,19-07-2023,Jul,CUST686,Female,28,Young Adult,Electronics,4,50,200
687,03-08-2023,Aug,CUST687,Female,53,Older Adult,Electronics,1,300,300
688,03-10-2023,Oct,CUST688,Male,56,Older Adult,Clothing,4,25,100
689,07-10-2023,Oct,CUST689,Male,57,Older Adult,Electronics,2,50,100
